Subsidies Claimed,Government Schemes Accessed,Program Name,Scheme Enrollment Status,Vaccination Status,Health Insurance Linked,Consent Given for Data Sharing,Data Breach Status,Breach Date
98441.46224503945,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
100109.18058598254,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2015-10-28
10159.60077053396,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2010-05-18
31915.484421543148,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2017-10-05
26582.76132614365,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2020-01-25
15252.924678323843,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2011-08-04
1193.4584504663017,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2010-05-30
-58901.76968508505,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2013-05-16
-24553.570111335815,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
22059.772005192157,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
16119.475474940593,PDS,Other,Enrolled,Not Vaccinated,Yes,No,Yes,2019-03-28
29951.92281769595,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
-19395.098054690607,PDS,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
-55602.800931208054,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
15224.327691690793,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
-5894.09392637376,Other,Other,Enrolled,Not Vaccinated,Yes,No,No,
103910.45902170124,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2022-08-29
43334.40345469819,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,Yes,2021-05-26
-105828.33588214152,Other,Other,Enrolled,Vaccinated,No,No,Yes,2014-01-16
16383.64905054972,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
88660.73393760397,Other,Other,Enrolled,Vaccinated,No,Yes,Yes,2019-08-06
29696.800867866226,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,Yes,No,
-49293.92415276462,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
3088.2828296751104,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
104648.80725808123,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2010-07-25
18633.32790649141,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2015-06-22
-36386.63124544521,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
36935.98210875598,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
208692.62839678774,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
37006.896331265816,PDS,Other,Enrolled,Vaccinated,Yes,No,Yes,2016-07-27
113749.92020659255,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2022-11-16
-24318.173932517544,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
94070.22282671044,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2023-02-25
-23325.96293760679,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-7128.925945026229,Other,Other,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2010-08-29
70116.95282824483,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
43070.3308833525,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
22288.501986430107,Other,Other,Not Enrolled,Vaccinated,No,No,No,
-15589.606057608802,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,No,
-8847.925347935387,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,No,
34020.877638889724,PDS,Other,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2014-06-06
116598.51686185318,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,Yes,No,
-5284.953484973241,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-42314.704966413075,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,No,
-32120.95476609974,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-6334.846968727856,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
31231.61241051292,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
109575.82768735112,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,Yes,No,
3857.0700357275705,PDS,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2023-02-25
84836.32664263448,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,Yes,Yes,2024-03-25
28018.114785145088,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2019-11-01
-23080.586946766954,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2014-04-30
7770.7853619499165,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
10289.748043516724,Other,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2018-09-16
21118.080626322288,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2019-08-24
-52515.65780620182,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2024-04-09
133279.38964811037,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,No,
22241.41726878428,MGNREGA,Other,Enrolled,Vaccinated,Yes,Yes,No,
22251.918015557563,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2010-12-19
298555.3673074257,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
-50834.72575884621,PDS,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2011-03-15
-43875.47411351717,PDS,Other,Enrolled,Vaccinated,Yes,No,No,
70435.81052600022,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2010-09-03
30152.569363177732,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2011-01-02
-45891.85589094825,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
15132.434312987973,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2013-04-06
-8126.1203912438905,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2018-01-29
37551.395987404,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2018-08-21
44396.07193896422,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2011-11-26
150883.74568115218,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
15989.403479412153,PDS,Other,Enrolled,Vaccinated,No,No,Yes,2012-07-18
50224.065079953245,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
-39439.18654827465,Other,Other,Not Enrolled,Vaccinated,No,No,No,
35970.46572995534,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,No,
-43815.969759644955,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2016-09-20
35353.77270617472,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
10092.153914566163,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
-135561.99422486607,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2019-09-07
54090.44517587015,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2019-08-24
-27522.561782783116,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2014-08-16
11524.056819191203,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2015-07-19
5228.803848427284,Other,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2013-07-19
84174.36780881202,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-31659.46787253469,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
31875.81410712564,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
22950.83639031197,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2024-11-08
89762.12287937349,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2024-11-01
49399.090008673855,PDS,Other,Enrolled,Vaccinated,No,No,No,
37227.1720506056,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2015-08-02
-22708.103973046254,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2010-06-13
26695.280633886916,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-3622.112387848232,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,No,Yes,2024-07-24
-9677.071450101073,Other,Other,Enrolled,Vaccinated,No,No,Yes,2019-08-06
18900.23418198559,PDS,Other,Enrolled,Vaccinated,No,No,No,
53039.88171269174,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2024-05-19
46744.76984359361,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
36671.351481577076,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
-118533.39149045658,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2015-03-16
-76163.15541372691,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2010-07-31
60803.36427026188,MGNREGA,Other,Enrolled,Vaccinated,Yes,No,Yes,2019-09-11
47030.45830312749,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2017-04-12
50922.51157640475,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2017-10-12
183033.42592227444,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2016-08-13
56740.45945636535,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,Yes,Yes,2017-03-26
32363.348089506846,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2011-11-02
-95910.49785772111,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2010-12-06
4449.430337180525,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
74213.38265006193,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
14161.462907467163,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
-162272.1273186361,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2023-02-05
-19044.664862766214,Other,Other,Enrolled,Vaccinated,No,No,Yes,2014-12-09
75848.48517511395,PDS,Other,Not Enrolled,Not Vaccinated,Yes,Yes,No,
-29143.05829355926,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
18489.935617515963,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
79238.1991157429,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
54081.77946845265,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
-27588.21905559257,Other,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2016-06-01
-67788.35280073869,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
39414.74305056195,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,No,
200284.8363067835,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2013-08-20
-5624.337356318032,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
-18308.08355005691,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
75574.99651373483,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2024-05-01
-5953.534828000007,MGNREGA,Other,Enrolled,Not Vaccinated,No,Yes,No,
69917.74183185748,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2017-11-19
3274.793155647367,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
46676.05839648518,PDS,Other,Enrolled,Not Vaccinated,Yes,No,No,
-70121.67210744765,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
5276.531222951918,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2016-10-08
39148.232707595904,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
53018.0738020028,Other,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2018-11-04
5717.378964705473,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,No,No,
141956.37243091332,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2021-08-11
64115.84763402904,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-7629.415538084326,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
48953.680121384285,Other,Other,Not Enrolled,Vaccinated,No,Yes,No,
9735.217448591753,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,Yes,2010-04-04
-4234.198068051894,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
-27184.217872528003,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
36716.61253534976,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
296130.09230785596,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2011-05-19
11664.461756901546,PDS,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2012-12-01
17920.880307115418,Other,LPG Subsidy,Enrolled,Not Vaccinated,Yes,No,Yes,2015-11-21
141043.6564485742,Other,Other,Enrolled,Vaccinated,No,No,No,
-88175.25298128999,PDS,Other,Not Enrolled,Vaccinated,No,Yes,No,
45188.9845099862,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2013-02-12
18955.181660308048,MGNREGA,Other,Enrolled,Vaccinated,Yes,Yes,No,
61010.82498578316,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2014-10-01
139385.80067364092,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,Yes,2018-02-05
-759.4941449230901,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
52123.64158765555,MGNREGA,Other,Enrolled,Not Vaccinated,Yes,No,No,
47463.022899946,PDS,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2018-10-28
-32592.927726073336,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2021-05-30
26461.261637343094,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2017-12-31
23870.583903529907,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
114196.90711782663,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2012-05-17
57245.93426098802,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,No,
58979.293971531515,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-64009.83930681765,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-91433.4542606111,Other,Other,Enrolled,Not Vaccinated,Yes,Yes,Yes,2024-04-08
-44274.197358340534,PDS,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2013-11-05
59840.12707744182,PDS,Other,Not Enrolled,Vaccinated,No,No,Yes,2010-08-11
40377.91826127367,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2015-02-18
-19606.905600982474,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,Yes,2018-12-30
68416.46880194965,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
42074.23954218275,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,No,
3449.976558435137,MGNREGA,Other,Enrolled,Vaccinated,Yes,Yes,Yes,2021-07-22
122060.65462070979,Other,Other,Not Enrolled,Not Vaccinated,Yes,Yes,Yes,2021-11-23
26610.949851173315,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2020-07-21
61345.30409517772,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,Yes,No,
37916.106405413106,PDS,Other,Enrolled,Not Vaccinated,No,Yes,No,
7140.274884845289,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,Yes,2018-05-21
-10224.95090695216,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2015-08-03
-57354.94055575715,PDS,LPG Subsidy,Enrolled,Not Vaccinated,Yes,Yes,No,
33705.10416489345,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
-42885.90922291922,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2023-05-20
125073.68876977211,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,Yes,2017-09-12
14080.205206865798,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2022-10-30
29491.65997013735,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2018-09-08
-27991.777420583472,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2018-02-15
-143726.19270786687,Other,Other,Not Enrolled,Vaccinated,No,No,Yes,2018-04-21
-48223.25562151039,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2022-11-03
4149.548399174535,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2015-05-20
-5430.96023227628,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2010-12-19
-31111.48143426233,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2014-12-13
43071.05825282155,Other,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,Yes,No,No,
-60098.26250213913,Other,Other,Enrolled,Vaccinated,No,No,Yes,2021-03-18
48279.193029211936,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2022-01-13
-84537.26822102405,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,Yes,2011-12-19
-30426.044375470403,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
118030.44310278555,Other,Other,Enrolled,Vaccinated,No,Yes,No,
6875.76432485049,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,Yes,2014-08-21
-31450.50173527241,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
-37214.20899085275,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-143840.0977005984,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
38447.51302766107,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2013-06-17
68205.10641054368,Other,LPG Subsidy,Enrolled,Vaccinated,Yes,No,Yes,2020-11-24
34617.445890118295,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2016-03-29
-1342.8895856016134,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2024-07-17
-91125.02931402717,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
32802.502302685054,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,Yes,No,
133405.61977370997,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,Yes,No,
-34753.06003083055,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2020-05-04
-17133.640415208676,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
-1821.8593656048524,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,No,
89348.72470791187,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,Yes,2016-03-22
88749.00393667363,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,No,
-164792.03660413754,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,No,
49577.38312418625,MGNREGA,Other,Not Enrolled,Vaccinated,Yes,No,Yes,2023-07-06
-19866.443961965713,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,Yes,2017-03-02
4972.842325865273,MGNREGA,LPG Subsidy,Not Enrolled,Not Vaccinated,No,No,Yes,2016-08-16
49441.72865681409,MGNREGA,Other,Not Enrolled,Vaccinated,No,Yes,Yes,2023-05-11
-27359.025103950036,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
-873.7230939637332,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
50486.707459117395,PDS,Other,Not Enrolled,Vaccinated,No,No,No,
190731.94379151412,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2015-10-27
64842.77159355427,Other,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2012-08-25
17530.490703782885,PDS,Other,Not Enrolled,Vaccinated,Yes,Yes,Yes,2018-02-26
39979.37311087876,PDS,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2024-07-06
9429.195886258747,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,No,
3484.8616685249826,Other,LPG Subsidy,Not Enrolled,Vaccinated,Yes,No,Yes,2022-06-23
13876.295752150632,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,No,
-87389.14169905863,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2011-08-04
134315.52689258655,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,Yes,Yes,2019-12-22
-16445.000377271266,MGNREGA,Other,Enrolled,Vaccinated,No,No,Yes,2017-09-16
-57317.21561707839,PDS,LPG Subsidy,Enrolled,Not Vaccinated,No,Yes,Yes,2013-11-13
-64010.65772192372,PDS,LPG Subsidy,Not Enrolled,Vaccinated,Yes,Yes,Yes,2021-08-22
14138.798707227037,Other,Other,Enrolled,Vaccinated,No,No,Yes,2012-04-07
50755.905097657065,PDS,Other,Enrolled,Vaccinated,No,No,No,
-96311.33087352476,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
73045.25795798664,PDS,LPG Subsidy,Not Enrolled,Vaccinated,No,No,Yes,2012-02-13
43336.4198020834,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
-9624.103340994488,PDS,Other,Not Enrolled,Not Vaccinated,No,No,No,
52525.01368797767,PDS,Other,Enrolled,Not Vaccinated,No,No,Yes,2012-05-14
31562.81224468711,Other,LPG Subsidy,Enrolled,Vaccinated,No,Yes,No,
71673.22046030016,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2013-03-21
47981.81723573942,Other,Other,Enrolled,Vaccinated,Yes,Yes,No,
14708.721472256646,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,No,
63299.1734552464,MGNREGA,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
-15976.429778129881,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,No,
19074.98714790391,PDS,Other,Enrolled,Vaccinated,No,No,No,
87095.79653640192,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,Yes,Yes,2020-08-16
-34375.37064892166,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,No,No,
-138726.07238993337,Other,Other,Enrolled,Vaccinated,Yes,No,Yes,2020-11-23
30341.38653621423,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,Yes,No,No,
49623.549399871146,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,Yes,2010-12-15
92223.38987043935,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,No,Yes,2014-09-10
129021.33866377808,Other,Other,Not Enrolled,Not Vaccinated,No,No,No,
11054.85197476892,MGNREGA,Other,Enrolled,Vaccinated,No,Yes,Yes,2015-05-31
25158.19986192463,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2020-02-14
65895.6461432409,MGNREGA,LPG Subsidy,Enrolled,Not Vaccinated,No,No,No,
-38016.67490124065,MGNREGA,Other,Not Enrolled,Not Vaccinated,No,No,Yes,2023-07-06
59081.709051878504,PDS,Direct Benefit Transfer,Enrolled,Not Vaccinated,Yes,No,No,
-188251.27002991183,MGNREGA,Direct Benefit Transfer,Not Enrolled,Not Vaccinated,No,No,Yes,2020-09-17
-56685.40561269366,PDS,Direct Benefit Transfer,Enrolled,Vaccinated,No,No,No,
41562.33647660249,Other,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,No,
111255.96869391519,PDS,Other,Not Enrolled,Not Vaccinated,Yes,No,No,
36844.779930640434,PDS,LPG Subsidy,Not Enrolled,Not Vaccinated,Yes,No,Yes,2020-04-11
75090.67990507523,Other,LPG Subsidy,Enrolled,Not Vaccinated,No,No,Yes,2015-01-10
61116.03409468272,MGNREGA,Other,Enrolled,Not Vaccinated,No,Yes,Yes,2016-06-03
25041.85683243767,PDS,Other,Enrolled,Vaccinated,No,Yes,No,
34482.96655504398,PDS,Direct Benefit Transfer,Not Enrolled,Vaccinated,Yes,No,Yes,2018-05-26
12850.962645476124,PDS,LPG Subsidy,Enrolled,Vaccinated,Yes,Yes,No,
31100.147980608723,PDS,Other,Not Enrolled,Not Vaccinated,No,No,No,
-48487.992550559786,MGNREGA,Other,Not Enrolled,Vaccinated,No,No,No,
86747.88501559017,Other,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
-174210.94122312867,Other,Direct Benefit Transfer,Enrolled,Vaccinated,Yes,Yes,No,
-20429.64643653558,MGNREGA,Other,Not Enrolled,Not Vaccinated,Yes,No,Yes,2016-03-27
-17246.31923476653,MGNREGA,LPG Subsidy,Enrolled,Vaccinated,No,Yes,Yes,2016-02-06
96909.6334969718,MGNREGA,Other,Enrolled,Vaccinated,No,No,No,
203322.86499288786,Other,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2011-12-01
-5780.842448485899,MGNREGA,Direct Benefit Transfer,Enrolled,Vaccinated,No,Yes,No,
54846.96058035488,Other,Other,Enrolled,Not Vaccinated,No,No,Yes,2021-08-18
62594.152357998966,MGNREGA,Direct Benefit Transfer,Not Enrolled,Vaccinated,No,Yes,Yes,2012-09-17
126576.30471594069,PDS,LPG Subsidy,Enrolled,Vaccinated,No,No,Yes,2013-10-02
83971.91510511699,MGNREGA,LPG Subsidy,Not Enrolled,Vaccinated,No,Yes,Yes,2011-06-13
96922.66907049742,Other,LPG Subsidy,Not Enrolled,Vaccinated,No,No,No,
73391.50828456985,Other,Direct Benefit Transfer,Enrolled,Not Vaccinated,No,No,Yes,2023-05-30
80144.70798440275,PDS,Other,Not Enrolled,Not Vaccinated,No,Yes,No,
