State,City,Origin State,Religion,Caste,Education Level,Occupation,Household Size,Income Bracket
Bihar,Imphal,Uttarakhand,Muslim,ST,Higher Secondary,Engineer,21.160430467801103,Lower Middle Class
Goa,Bhopal,Karnataka,Hindu,General,Secondary,Teacher,3.7973631236860266,Middle Class
Goa,Vadodara,Tamil Nadu,Hindu,OBC,Higher Secondary,Businessman,-3.2183373454463453,Lower Middle Class
West Bengal,Ramagundam,Chhattisgarh,Hindu,General,Post Graduate,Daily Wage Worker,-3.9536835446069487,Middle Class
Karnataka,Thanjavur,Tripura,Hindu,OBC,Higher Secondary,Teacher,10.893088425478108,Lower Middle Class
Uttar Pradesh,Sambhal,Odisha,Hindu,OBC,Secondary,Businessman,-12.802734542613102,Lower Middle Class
Punjab,Nagpur,Jharkhand,Hindu,General,Higher Secondary,Doctor,10.726194164734277,Lower Middle Class
Arunachal Pradesh,Jehanabad,Assam,Hindu,SC,Secondary,Teacher,2.9207503682305584,Upper Middle Class
Maharashtra,Aurangabad,Uttarakhand,Hindu,OBC,Higher Secondary,IT Professional,11.537885321997665,Upper Middle Class
Andhra Pradesh,Cuttack,Sikkim,Hindu,OBC,Graduate,Daily Wage Worker,26.794926435493636,Rich
Gujarat,Tadepalligudem,Uttar Pradesh,Other,OBC,Higher Secondary,Farmer,-4.700632121942279,Middle Class
Karnataka,Ichalkaranji,Tamil Nadu,Hindu,General,Graduate,Daily Wage Worker,-2.4194717387360383,Upper Middle Class
Chhattisgarh,New Delhi,Haryana,Hindu,SC,Graduate,IT Professional,-5.956020774663202,Middle Class
Andhra Pradesh,Siwan,Sikkim,Hindu,General,Graduate,Teacher,-4.575877029700909,Lower Middle Class
Arunachal Pradesh,Bathinda,Assam,Hindu,General,Graduate,Doctor,4.40740121835873,Below Poverty Line
Arunachal Pradesh,Jaipur,Punjab,Muslim,SC,Higher Secondary,Daily Wage Worker,8.85053097175458,Lower Middle Class
Haryana,Chandigarh,Mizoram,Hindu,ST,Primary,IT Professional,7.259687429738122,Lower Middle Class
Chhattisgarh,Bikaner,Assam,Hindu,ST,Graduate,Daily Wage Worker,-1.3451200378778587,Below Poverty Line
Madhya Pradesh,Bhimavaram,Tripura,Hindu,General,Post Graduate,IT Professional,11.177640852027903,Lower Middle Class
Odisha,Bulandshahr,Manipur,Hindu,OBC,Higher Secondary,Farmer,6.230923743540235,Lower Middle Class
West Bengal,Vadodara,Arunachal Pradesh,Christian,OBC,Secondary,Farmer,16.856942559115215,Lower Middle Class
Assam,Ahmedabad,Maharashtra,Hindu,OBC,Graduate,Engineer,7.734194140044677,Middle Class
Kerala,Patna,Meghalaya,Hindu,ST,Higher Secondary,Teacher,46.41844723858654,Middle Class
Haryana,Jaipur,Goa,Hindu,General,Higher Secondary,Farmer,-0.4865335276490148,Middle Class
Manipur,Nagercoil,Karnataka,Hindu,General,Post Graduate,Daily Wage Worker,8.750972613342253,Upper Middle Class
Manipur,Srinagar,Arunachal Pradesh,Hindu,SC,Secondary,Engineer,-10.705766362591335,Middle Class
Chhattisgarh,Durgapur,Uttarakhand,Hindu,General,Higher Secondary,Daily Wage Worker,8.80411988186109,Below Poverty Line
Nagaland,Nanded,Sikkim,Hindu,OBC,Post Graduate,Businessman,-2.255528239301217,Below Poverty Line
Mizoram,Bellary,Jharkhand,Hindu,General,Primary,Daily Wage Worker,12.323376924603629,Lower Middle Class
Mizoram,Bangalore,Karnataka,Muslim,SC,Higher Secondary,Engineer,14.970006815943629,Middle Class
Himachal Pradesh,Orai,Manipur,Hindu,OBC,Higher Secondary,Businessman,24.801970054251253,Middle Class
Bihar,Ludhiana,Andhra Pradesh,Hindu,OBC,Secondary,Businessman,-0.44374527724515556,Lower Middle Class
West Bengal,Ratlam,Jharkhand,Hindu,SC,Doctorate,Farmer,6.99521002592698,Below Poverty Line
Nagaland,Sonipat,Madhya Pradesh,Muslim,OBC,Graduate,Daily Wage Worker,-4.119603211146966,Below Poverty Line
Maharashtra,Baranagar,Maharashtra,Hindu,SC,Graduate,Doctor,-3.8160703142210695,Upper Middle Class
Haryana,Gulbarga,Telangana,Hindu,General,Higher Secondary,IT Professional,-11.932818487420887,Rich
Arunachal Pradesh,Erode,Arunachal Pradesh,Jain,SC,Higher Secondary,Daily Wage Worker,4.048978910429688,Middle Class
Arunachal Pradesh,Srikakulam,Rajasthan,Hindu,General,Higher Secondary,IT Professional,-12.758159347876134,Lower Middle Class
Kerala,Kanpur,Chhattisgarh,Hindu,OBC,Higher Secondary,Farmer,-3.1111503824101217,Middle Class
Andhra Pradesh,Kurnool,Tamil Nadu,Hindu,OBC,Higher Secondary,Farmer,12.222863416173702,Upper Middle Class
Karnataka,Kakinada,Mizoram,Muslim,OBC,Secondary,Farmer,-0.46487546485073605,Lower Middle Class
Haryana,Kirari Suleman Nagar,West Bengal,Hindu,OBC,Higher Secondary,Daily Wage Worker,3.0652875303704357,Below Poverty Line
Himachal Pradesh,Muzaffarnagar,Madhya Pradesh,Muslim,General,Graduate,Farmer,43.6515418827498,Middle Class
Gujarat,Sasaram,Haryana,Hindu,OBC,Graduate,IT Professional,-2.55157598535261,Lower Middle Class
Tripura,Arrah,Punjab,Hindu,General,Doctorate,Daily Wage Worker,-7.7004439863779055,Middle Class
Kerala,Nangloi Jat,Tamil Nadu,Hindu,SC,Graduate,Businessman,16.84533574500304,Upper Middle Class
Maharashtra,Secunderabad,Arunachal Pradesh,Hindu,General,Secondary,IT Professional,12.608702096131122,Lower Middle Class
Meghalaya,Jalna,Uttarakhand,Hindu,ST,Primary,Engineer,12.03287899142297,Middle Class
Haryana,Kakinada,Manipur,Christian,General,Higher Secondary,Businessman,6.236569879297787,Middle Class
Meghalaya,Guna,Andhra Pradesh,Muslim,General,Doctorate,Businessman,18.044030659343647,Below Poverty Line
Telangana,Bihar Sharif,Rajasthan,Hindu,OBC,Graduate,Daily Wage Worker,-15.62755682683596,Lower Middle Class
Uttar Pradesh,Rampur,Tamil Nadu,Hindu,OBC,Post Graduate,Farmer,-10.41228171955261,Below Poverty Line
Telangana,Adoni,Punjab,Hindu,OBC,Secondary,Farmer,-4.058050154073163,Lower Middle Class
Odisha,Pali,Chhattisgarh,Muslim,SC,Graduate,Farmer,0.9472161251678983,Lower Middle Class
Himachal Pradesh,Sikar,Maharashtra,Hindu,General,Primary,Doctor,-4.274620102102347,Middle Class
Arunachal Pradesh,Nadiad,Maharashtra,Hindu,OBC,Higher Secondary,Farmer,0.884757412761185,Below Poverty Line
Madhya Pradesh,Thoothukudi,Assam,Hindu,ST,Secondary,Teacher,2.4793942641451903,Lower Middle Class
Madhya Pradesh,Nandyal,Odisha,Christian,General,Higher Secondary,IT Professional,-3.8963410545229786,Upper Middle Class
Nagaland,Bhind,Odisha,Hindu,OBC,Graduate,Farmer,-5.19309786268278,Lower Middle Class
Maharashtra,Bellary,Assam,Hindu,General,Post Graduate,IT Professional,2.3759216869193143,Middle Class
Karnataka,Jamnagar,Bihar,Muslim,General,Secondary,Daily Wage Worker,3.1121461763703486,Middle Class
Bihar,Ghaziabad,Jharkhand,Hindu,General,Graduate,Farmer,19.409207585112153,Upper Middle Class
Punjab,Tezpur,Tripura,Sikh,OBC,Higher Secondary,Farmer,1.646338316973158,Below Poverty Line
Rajasthan,Nagpur,Nagaland,Muslim,General,Secondary,Teacher,-5.881022226816105,Below Poverty Line
Kerala,Nandyal,Telangana,Hindu,General,Post Graduate,Businessman,-16.267945516875827,Upper Middle Class
Andhra Pradesh,Kanpur,Uttarakhand,Muslim,OBC,Higher Secondary,Doctor,1.640041426940634,Lower Middle Class
Nagaland,Bhiwani,Gujarat,Muslim,OBC,Primary,Doctor,-3.8419795447889777,Middle Class
Meghalaya,Kulti,Manipur,Hindu,ST,Post Graduate,Teacher,12.855252866137016,Rich
Odisha,Muzaffarnagar,Haryana,Muslim,OBC,Graduate,Daily Wage Worker,-3.630864231651831,Upper Middle Class
Uttar Pradesh,Vasai-Virar,Andhra Pradesh,Hindu,General,Secondary,Farmer,18.38656281868551,Upper Middle Class
Jharkhand,Warangal,Madhya Pradesh,Buddhist,General,Post Graduate,Daily Wage Worker,20.008904406869405,Below Poverty Line
Gujarat,Kirari Suleman Nagar,Gujarat,Sikh,General,Secondary,Doctor,2.7257532082642277,Middle Class
West Bengal,Munger,Telangana,Hindu,OBC,Higher Secondary,Engineer,-15.679827039321474,Below Poverty Line
Himachal Pradesh,Medininagar,Kerala,Muslim,OBC,Secondary,Doctor,19.310204036181336,Rich
Kerala,Kharagpur,Gujarat,Hindu,SC,Higher Secondary,Businessman,11.287168740266926,Lower Middle Class
Odisha,Sri Ganganagar,Gujarat,Hindu,OBC,Secondary,Businessman,26.357302378687578,Middle Class
Himachal Pradesh,Madurai,Tripura,Hindu,General,Secondary,Teacher,-5.265797715713472,Lower Middle Class
Chhattisgarh,Pudukkottai,Andhra Pradesh,Hindu,OBC,Secondary,Businessman,-9.656459764730661,Middle Class
Jharkhand,Bahraich,Mizoram,Muslim,OBC,Higher Secondary,Teacher,6.630542599696675,Upper Middle Class
Haryana,Guna,Bihar,Hindu,OBC,Post Graduate,Farmer,7.015726365454783,Lower Middle Class
Haryana,Nadiad,Andhra Pradesh,Hindu,OBC,Post Graduate,IT Professional,-4.664324547347533,Lower Middle Class
Bihar,Chinsurah,West Bengal,Hindu,OBC,Higher Secondary,Farmer,10.084544045463671,Middle Class
Arunachal Pradesh,Silchar,Sikkim,Hindu,General,Graduate,Daily Wage Worker,2.3538288934036142,Lower Middle Class
Nagaland,Muzaffarpur,Andhra Pradesh,Hindu,SC,Graduate,Businessman,-25.830833897347667,Middle Class
West Bengal,Bally,Chhattisgarh,Hindu,SC,Post Graduate,Farmer,10.102671714902757,Lower Middle Class
Tripura,Bahraich,Uttar Pradesh,Hindu,OBC,Graduate,Daily Wage Worker,2.243320714326205,Upper Middle Class
Bihar,Jamnagar,Goa,Muslim,OBC,Higher Secondary,Daily Wage Worker,-1.7782160560764613,Below Poverty Line
Manipur,Dindigul,Karnataka,Hindu,OBC,Doctorate,Farmer,7.462473425483748,Upper Middle Class
Assam,Udaipur,Uttar Pradesh,Hindu,OBC,Higher Secondary,Engineer,-1.837376289821803,Middle Class
Rajasthan,Dehri,Sikkim,Hindu,General,Higher Secondary,Businessman,18.93640560099661,Rich
Bihar,Faridabad,Odisha,Christian,OBC,Higher Secondary,IT Professional,9.306109462020846,Below Poverty Line
Tamil Nadu,Hazaribagh,Bihar,Muslim,OBC,Secondary,Farmer,23.15618809496583,Middle Class
Chhattisgarh,Guna,Odisha,Hindu,General,Post Graduate,Businessman,-5.744475888064768,Middle Class
Mizoram,Erode,Meghalaya,Hindu,OBC,Primary,Businessman,14.68180319321564,Lower Middle Class
Punjab,Shimoga,Himachal Pradesh,Hindu,General,Graduate,Teacher,5.29819905508325,Lower Middle Class
Chhattisgarh,Rewa,Mizoram,Hindu,SC,Graduate,IT Professional,-2.0538304813425032,Below Poverty Line
Tamil Nadu,Ramagundam,Mizoram,Muslim,General,Secondary,Businessman,13.358400013096414,Lower Middle Class
Kerala,Bihar Sharif,Madhya Pradesh,Hindu,General,Graduate,Farmer,1.3448897858327458,Middle Class
Odisha,Varanasi,Punjab,Hindu,General,Post Graduate,Businessman,41.013639542043904,Middle Class
Gujarat,Bongaigaon,Jharkhand,Hindu,General,Graduate,Engineer,15.109893425418381,Middle Class
Madhya Pradesh,Patiala,Madhya Pradesh,Hindu,OBC,Primary,Farmer,-10.307370391445696,Below Poverty Line
Manipur,Fatehpur,Telangana,Hindu,General,Graduate,Farmer,14.457999553454286,Lower Middle Class
Nagaland,Karawal Nagar,Maharashtra,Hindu,General,Primary,Businessman,-9.08018313912493,Below Poverty Line
Nagaland,Dindigul,Telangana,Sikh,General,Higher Secondary,Daily Wage Worker,4.756417040140361,Middle Class
West Bengal,Vellore,Rajasthan,Hindu,General,Post Graduate,Businessman,11.195713657445713,Middle Class
Gujarat,Rewa,Uttar Pradesh,Muslim,OBC,Primary,Doctor,8.536863621099474,Below Poverty Line
Tamil Nadu,Chandrapur,Odisha,Hindu,OBC,Secondary,Farmer,3.372766952359144,Middle Class
Odisha,Ajmer,Himachal Pradesh,Hindu,OBC,Graduate,Daily Wage Worker,-19.799408185871137,Below Poverty Line
Telangana,Kishanganj,Karnataka,Hindu,OBC,Higher Secondary,Businessman,12.84824755179477,Upper Middle Class
Madhya Pradesh,Pali,Manipur,Hindu,General,Higher Secondary,Engineer,-9.10580639225212,Middle Class
Uttarakhand,Guwahati,Andhra Pradesh,Hindu,General,Higher Secondary,Businessman,12.722374418903637,Upper Middle Class
Maharashtra,Chandrapur,Punjab,Hindu,OBC,Primary,Teacher,0.39259040888622465,Upper Middle Class
Haryana,Hajipur,Tamil Nadu,Hindu,OBC,Higher Secondary,Doctor,1.8840846007904237,Middle Class
Odisha,Agra,Karnataka,Hindu,SC,Higher Secondary,Businessman,-7.511248818646937,Below Poverty Line
Kerala,Khammam,Goa,Hindu,General,Graduate,Engineer,43.97830181819348,Lower Middle Class
Karnataka,Anantapuram,Maharashtra,Hindu,General,Post Graduate,Farmer,11.22253149981509,Rich
West Bengal,Bhusawal,Gujarat,Hindu,OBC,Higher Secondary,Businessman,4.82923307977759,Below Poverty Line
West Bengal,Bhopal,Andhra Pradesh,Hindu,General,Graduate,Doctor,14.602332745928239,Upper Middle Class
Kerala,Ghaziabad,Sikkim,Christian,General,Secondary,Businessman,-15.234149204294692,Upper Middle Class
Uttar Pradesh,Sambalpur,Assam,Hindu,General,Doctorate,Teacher,-12.479023299727569,Middle Class
Bihar,Junagadh,Arunachal Pradesh,Muslim,OBC,Secondary,Businessman,-0.3670563953198416,Below Poverty Line
Sikkim,Jalna,Uttar Pradesh,Hindu,OBC,Graduate,Farmer,9.11811529905702,Lower Middle Class
Uttar Pradesh,Vijayanagaram,Nagaland,Hindu,SC,Secondary,Teacher,15.441324923885656,Upper Middle Class
Karnataka,Guntakal,Gujarat,Hindu,General,Higher Secondary,Engineer,-14.786882576911655,Middle Class
Nagaland,Jamnagar,Assam,Hindu,SC,Higher Secondary,Teacher,-11.580544944761034,Middle Class
Tamil Nadu,Yamunanagar,Mizoram,Hindu,SC,Primary,Farmer,14.827836944024881,Lower Middle Class
Mizoram,Bhind,Maharashtra,Hindu,ST,Secondary,Businessman,5.127484974214157,Below Poverty Line
Arunachal Pradesh,New Delhi,Odisha,Hindu,OBC,Higher Secondary,Daily Wage Worker,0.4572785559695496,Upper Middle Class
Karnataka,Hapur,Assam,Hindu,OBC,Graduate,Teacher,11.120402863989725,Middle Class
Gujarat,Malda,Chhattisgarh,Muslim,ST,Primary,Farmer,10.100055413891926,Lower Middle Class
Tripura,Bongaigaon,Goa,Sikh,General,Graduate,Businessman,3.7353678615394283,Lower Middle Class
Uttar Pradesh,Varanasi,Madhya Pradesh,Hindu,ST,Higher Secondary,Daily Wage Worker,11.557127449905076,Upper Middle Class
Gujarat,Suryapet,Haryana,Hindu,OBC,Graduate,IT Professional,3.935182521807521,Below Poverty Line
West Bengal,Pimpri-Chinchwad,Chhattisgarh,Hindu,OBC,Higher Secondary,Businessman,-0.9216608558257899,Lower Middle Class
Tamil Nadu,Raurkela Industrial Township,Tripura,Hindu,General,Primary,Businessman,-7.811898702306236,Below Poverty Line
Nagaland,Aurangabad,Bihar,Hindu,OBC,Doctorate,IT Professional,14.627927018591365,Middle Class
Telangana,Panchkula,Haryana,Hindu,OBC,Secondary,Farmer,14.656933744459273,Upper Middle Class
West Bengal,Ongole,Jharkhand,Hindu,OBC,Higher Secondary,Daily Wage Worker,10.688611432502336,Middle Class
West Bengal,Thoothukudi,Meghalaya,Hindu,General,Graduate,Teacher,9.552256721041637,Rich
Tamil Nadu,Chinsurah,Gujarat,Hindu,OBC,Higher Secondary,Daily Wage Worker,-13.465996655096546,Below Poverty Line
Uttar Pradesh,Gulbarga,Kerala,Hindu,OBC,Graduate,Farmer,-0.5005328659891175,Upper Middle Class
Uttar Pradesh,Bhatpara,Assam,Hindu,General,Graduate,Daily Wage Worker,-3.207526728862172,Middle Class
West Bengal,Bidar,Nagaland,Muslim,General,Secondary,Farmer,-28.31317408165064,Middle Class
Uttarakhand,Meerut,Mizoram,Hindu,General,Higher Secondary,Teacher,-2.0623392703753503,Middle Class
Punjab,Tadepalligudem,Nagaland,Hindu,General,Secondary,Farmer,-9.424697229371224,Middle Class
Telangana,Mehsana,Madhya Pradesh,Hindu,General,Higher Secondary,Teacher,-6.240676535328509,Middle Class
Tamil Nadu,Tenali,Haryana,Hindu,General,Higher Secondary,Farmer,6.064093709822129,Lower Middle Class
Karnataka,Guwahati,Bihar,Muslim,OBC,Primary,IT Professional,-1.6918229980798607,Lower Middle Class
Mizoram,Tadipatri,Uttar Pradesh,Christian,OBC,Graduate,Farmer,7.5188124153794815,Lower Middle Class
Maharashtra,Kolhapur,Kerala,Hindu,OBC,Higher Secondary,Farmer,9.644094781435658,Lower Middle Class
Haryana,Bulandshahr,Sikkim,Hindu,ST,Higher Secondary,Businessman,18.720608283155293,Below Poverty Line
Karnataka,Thrissur,Goa,Hindu,OBC,Doctorate,IT Professional,-1.0452545582744124,Upper Middle Class
Goa,Kulti,Uttarakhand,Hindu,OBC,Graduate,Teacher,8.619156032156198,Lower Middle Class
Himachal Pradesh,Tiruchirappalli,Uttar Pradesh,Muslim,OBC,Primary,Engineer,-5.019062153927042,Middle Class
Rajasthan,Hospet,West Bengal,Hindu,General,Primary,Engineer,1.5227290160234377,Rich
Andhra Pradesh,Firozabad,Bihar,Hindu,General,Primary,Farmer,9.623431736972432,Lower Middle Class
Mizoram,Jaunpur,Jharkhand,Hindu,General,Primary,Daily Wage Worker,13.498916321335424,Lower Middle Class
Mizoram,Ghaziabad,Odisha,Hindu,SC,Secondary,Teacher,3.3326668289144776,Lower Middle Class
Himachal Pradesh,Erode,Goa,Muslim,General,Secondary,Daily Wage Worker,3.164493463101512,Upper Middle Class
Assam,Nagercoil,Andhra Pradesh,Other,General,Post Graduate,IT Professional,2.9344267827447705,Lower Middle Class
Meghalaya,Berhampur,Assam,Hindu,OBC,Graduate,IT Professional,21.260842035522906,Lower Middle Class
Manipur,Gudivada,Jharkhand,Hindu,SC,Higher Secondary,Farmer,21.845488701358185,Middle Class
Telangana,Yamunanagar,Sikkim,Hindu,General,Primary,Daily Wage Worker,3.9060108041405925,Middle Class
Tamil Nadu,Nagaon,Odisha,Hindu,General,Primary,IT Professional,5.731997488994117,Below Poverty Line
Arunachal Pradesh,Madurai,Karnataka,Jain,OBC,Graduate,IT Professional,-4.717965083401368,Below Poverty Line
Arunachal Pradesh,Bhusawal,Bihar,Hindu,OBC,Graduate,Daily Wage Worker,9.86275584665878,Below Poverty Line
Assam,Gulbarga,Tripura,Hindu,OBC,Graduate,Businessman,2.98443387053585,Upper Middle Class
Gujarat,Sirsa,Manipur,Hindu,OBC,Higher Secondary,Doctor,6.066696185859268,Middle Class
Haryana,Jamalpur,Goa,Hindu,General,Higher Secondary,Businessman,7.379425701294955,Lower Middle Class
Karnataka,Chinsurah,Maharashtra,Hindu,OBC,Higher Secondary,IT Professional,9.339142647901618,Middle Class
Goa,Guntur,Sikkim,Hindu,General,Secondary,Businessman,7.117933176144863,Middle Class
Goa,Dindigul,West Bengal,Muslim,General,Secondary,Daily Wage Worker,-5.2411154797320165,Below Poverty Line
Andhra Pradesh,Ujjain,Chhattisgarh,Hindu,SC,Higher Secondary,Farmer,3.9781147761124322,Lower Middle Class
Goa,Bhusawal,Uttar Pradesh,Buddhist,OBC,Primary,Businessman,20.90151090360079,Below Poverty Line
Odisha,Pudukkottai,Arunachal Pradesh,Muslim,General,Primary,Engineer,6.3634359487774725,Below Poverty Line
Rajasthan,Katihar,Andhra Pradesh,Sikh,General,Primary,Farmer,9.524249122295368,Upper Middle Class
Tamil Nadu,Satara,Sikkim,Hindu,ST,Secondary,Daily Wage Worker,-5.8093079138063235,Lower Middle Class
Andhra Pradesh,Jaipur,Haryana,Hindu,OBC,Graduate,Teacher,19.351613926924877,Lower Middle Class
Assam,Belgaum,Mizoram,Hindu,OBC,Higher Secondary,Daily Wage Worker,-1.9839062594164316,Lower Middle Class
Kerala,Sasaram,Chhattisgarh,Hindu,General,Higher Secondary,Teacher,4.299771492064303,Lower Middle Class
Jharkhand,Sambalpur,Maharashtra,Hindu,OBC,Higher Secondary,Businessman,-5.3787647355952295,Middle Class
Meghalaya,Mira-Bhayandar,Punjab,Sikh,SC,Post Graduate,Farmer,4.672486150745147,Lower Middle Class
Jharkhand,Medininagar,Sikkim,Hindu,General,Primary,Daily Wage Worker,8.480982636428736,Below Poverty Line
West Bengal,Loni,Tripura,Hindu,General,Graduate,Farmer,17.363510262866832,Below Poverty Line
Maharashtra,Howrah,Chhattisgarh,Hindu,OBC,Higher Secondary,Farmer,2.565309075653191,Below Poverty Line
Mizoram,Gudivada,Goa,Hindu,General,Higher Secondary,Farmer,25.69055227112787,Upper Middle Class
Goa,Tenali,Gujarat,Hindu,ST,Higher Secondary,Farmer,6.249030450088373,Middle Class
Kerala,Kottayam,Himachal Pradesh,Hindu,SC,Secondary,Farmer,3.2692782267586242,Middle Class
Odisha,Srinagar,Maharashtra,Hindu,OBC,Higher Secondary,Farmer,6.9168554691120745,Middle Class
Goa,Jalna,Nagaland,Hindu,General,Doctorate,Businessman,60.112609422109266,Lower Middle Class
Uttarakhand,North Dumdum,Madhya Pradesh,Muslim,SC,Secondary,Daily Wage Worker,19.095243088002178,Middle Class
Punjab,Ichalkaranji,Telangana,Hindu,OBC,Primary,Farmer,3.2237532204774837,Rich
Chhattisgarh,Loni,Chhattisgarh,Muslim,OBC,Graduate,Farmer,1.2833289736268083,Middle Class
Tamil Nadu,Rewa,Uttarakhand,Muslim,General,Higher Secondary,Teacher,43.442137328499626,Upper Middle Class
Uttar Pradesh,Srikakulam,Maharashtra,Hindu,OBC,Higher Secondary,IT Professional,2.3613734903862307,Rich
Himachal Pradesh,Karnal,Chhattisgarh,Muslim,SC,Graduate,Farmer,0.010892377875243553,Below Poverty Line
Tripura,Jorhat,Punjab,Hindu,General,Graduate,Engineer,36.12676145073716,Middle Class
Nagaland,Nellore,Goa,Hindu,OBC,Higher Secondary,Farmer,14.818428953967546,Lower Middle Class
Tamil Nadu,Tiruchirappalli,Madhya Pradesh,Hindu,ST,Secondary,Farmer,8.47212985351607,Below Poverty Line
Jharkhand,Patiala,Sikkim,Hindu,OBC,Higher Secondary,Farmer,-2.101399085648657,Lower Middle Class
Rajasthan,Amroha,Odisha,Hindu,General,Graduate,IT Professional,-2.6336538327784176,Middle Class
Nagaland,Ramgarh,Jharkhand,Hindu,OBC,Graduate,Farmer,4.353929571490562,Lower Middle Class
